Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,60.959999084472656,61.0099983215332,60.22999954223633,60.95000076293945,55.8955192565918,1612000
2020-01-03,60.29999923706055,60.77000045776367,60.290000915527344,60.63999938964844,55.611236572265625,1326800
2020-01-06,60.52000045776367,60.83000183105469,60.31999969482422,60.47999954223633,55.464500427246094,2050400
2020-01-07,60.09000015258789,60.4900016784668,59.84000015258789,59.939998626708984,54.96928787231445,1413900
2020-01-08,60.060001373291016,60.83000183105469,59.939998626708984,60.2599983215332,55.26274490356445,1656100
2020-01-09,60.5099983215332,60.630001068115234,60.11000061035156,60.619998931884766,55.592891693115234,1774900
2020-01-10,60.599998474121094,60.619998931884766,59.7400016784668,59.7599983215332,54.8042106628418,2479800
2020-01-13,59.81999969482422,59.97999954223633,59.130001068115234,59.5,54.56577682495117,2715500
2020-01-14,59.38999938964844,60.22999954223633,59.349998474121094,59.7599983215332,54.8042106628418,2348600
2020-01-15,59.560001373291016,60.04999923706055,59.540000915527344,59.599998474121094,54.65747833251953,1639800
2020-01-16,59.83000183105469,60.470001220703125,59.83000183105469,60.27000045776367,55.27192306518555,2772500
2020-01-17,60.54999923706055,61.220001220703125,60.529998779296875,61.220001220703125,56.14314270019531,2080500
2020-01-21,61.060001373291016,61.31999969482422,60.38999938964844,60.4900016784668,55.47367858886719,1460000
2020-01-22,60.4900016784668,60.4900016784668,59.58000183105469,59.900001525878906,54.93260192871094,2218500
2020-01-23,59.29999923706055,59.310001373291016,58.380001068115234,58.810001373291016,53.93299865722656,2668400
2020-01-24,58.810001373291016,59.04999923706055,58.4900016784668,58.97999954223633,54.088897705078125,2077800
2020-01-27,58.2400016784668,58.77000045776367,58.060001373291016,58.09000015258789,53.272701263427734,2261700
2020-01-28,58.22999954223633,58.959999084472656,58.150001525878906,58.68000030517578,53.81377410888672,2653800
2020-01-29,58.84000015258789,59.0099983215332,58.33000183105469,58.52000045776367,53.66704559326172,1585800
2020-01-30,58.22999954223633,59.63999938964844,58.060001373291016,59.52000045776367,54.5841178894043,2759500
2020-01-31,59.20000076293945,59.63999938964844,58.90999984741211,59.279998779296875,54.3640251159668,2946600
2020-02-03,59.56999969482422,60.40999984741211,59.40999984741211,60.13999938964844,55.1526985168457,2855500
2020-02-04,59.38999938964844,60.25,57.68000030517578,57.720001220703125,52.93338394165039,4980000
2020-02-05,58.220001220703125,59.810001373291016,58.16999816894531,59.40999984741211,54.48323440551758,2841200
2020-02-06,59.599998474121094,59.90999984741211,59.20000076293945,59.619998931884766,54.675819396972656,2142600
2020-02-07,59.43000030517578,59.91999816894531,59.20000076293945,59.810001373291016,54.85007095336914,2156400
2020-02-10,59.790000915527344,59.869998931884766,58.72999954223633,59.0,54.10723876953125,2967500
2020-02-11,59.11000061035156,59.75,58.970001220703125,59.47999954223633,54.54743194580078,1750100
2020-02-12,59.599998474121094,59.90999984741211,58.900001525878906,58.900001525878906,54.01552200317383,1927200
2020-02-13,58.93000030517578,59.33000183105469,58.61000061035156,59.2400016784668,54.32734298706055,1457400
2020-02-14,59.16999816894531,59.43000030517578,58.779998779296875,59.099998474121094,54.198944091796875,2059800
2020-02-18,58.79999923706055,58.95000076293945,58.040000915527344,58.529998779296875,53.676212310791016,2071200
2020-02-19,58.70000076293945,58.709999084472656,58.060001373291016,58.09000015258789,53.272701263427734,1587600
2020-02-20,57.88999938964844,58.11000061035156,57.34000015258789,58.08000183105469,53.26353073120117,2048900
2020-02-21,57.90999984741211,58.310001373291016,57.72999954223633,58.04999923706055,53.236019134521484,2380300
2020-02-24,57.16999816894531,57.81999969482422,56.369998931884766,56.59000015258789,51.8970947265625,1988400
2020-02-25,56.63999938964844,56.77000045776367,55.040000915527344,55.27000045776367,50.68656539916992,2534400
2020-02-26,55.54999923706055,55.88999938964844,54.439998626708984,54.45000076293945,49.9345703125,2869800
2020-02-27,53.86000061035156,54.47999954223633,51.959999084472656,51.959999084472656,47.65105056762695,3371000
2020-02-28,50.439998626708984,51.060001373291016,48.93000030517578,49.95000076293945,46.09606170654297,4905100
2020-03-02,50.119998931884766,53.119998931884766,49.91999816894531,53.119998931884766,49.02147674560547,3819400
2020-03-03,54.189998626708984,54.22999954223633,50.91999816894531,51.58000183105469,47.60029602050781,3937800
2020-03-04,52.529998779296875,54.06999969482422,51.7599983215332,53.900001525878906,49.74129867553711,2835600
2020-03-05,52.04999923706055,52.75,51.08000183105469,51.70000076293945,47.71103286743164,2488500
2020-03-06,49.7599983215332,51.209999084472656,49.59000015258789,50.959999084472656,47.02813720703125,2803900
2020-03-09,47.45000076293945,48.04999923706055,45.279998779296875,46.619998931884766,43.022979736328125,2911500
2020-03-10,48.540000915527344,48.84000015258789,46.40999984741211,48.29999923706055,44.57335662841797,2534200
2020-03-11,46.68000030517578,47.029998779296875,44.2400016784668,45.130001068115234,41.647953033447266,3443500
2020-03-12,41.97999954223633,43.5,36.56999969482422,40.18000030517578,37.07986831665039,3921200
2020-03-13,42.59000015258789,43.02000045776367,38.540000915527344,42.52000045776367,39.23933410644531,4190600
2020-03-16,36.5,37.119998931884766,32.349998474121094,33.5,30.91527557373047,6291700
2020-03-17,34.459999084472656,35.36000061035156,30.90999984741211,33.310001373291016,30.73993492126465,7305500
2020-03-18,31.209999084472656,31.209999084472656,19.040000915527344,26.25,24.224655151367188,8205700
2020-03-19,25.979999542236328,34.2400016784668,25.43000030517578,33.52000045776367,30.933732986450195,7880300
2020-03-20,34.11000061035156,35.31999969482422,31.219999313354492,31.270000457763672,28.85733413696289,6196100
2020-03-23,31.43000030517578,31.639999389648438,28.84000015258789,30.709999084472656,28.340539932250977,4187400
2020-03-24,31.31999969482422,34.709999084472656,31.209999084472656,34.630001068115234,31.95808982849121,4384700
2020-03-25,34.47999954223633,35.70000076293945,31.540000915527344,33.209999084472656,30.647653579711914,5510700
2020-03-26,33.70000076293945,35.119998931884766,32.400001525878906,34.939998626708984,32.244171142578125,5248800
2020-03-27,33.5,36.36000061035156,32.08000183105469,35.130001068115234,32.41950988769531,4686500
2020-03-30,34.970001220703125,36.40999984741211,33.0,35.84000015258789,33.07473373413086,3366600
2020-03-31,35.29999923706055,35.72999954223633,34.75,35.2400016784668,32.52103042602539,3949600
